"STRING_ID";"GLYPH_TAG";"alphabet";"hangul";"jpkana";"cyrillic";"zhsimp";"zhtrad"
"nameset_suffix";;"alph";"hangul";"kana";"cyril";"zhsimp";"zhtrad"
